School_Year,School_Name,Teacher_Name,Student_ID,Current_Grade,Test_Date,Test_Type,Scaled_Score,Percentile_Rank,Current_SGP
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1579,5,9/9/2020,Star Reading Enterprise Tests,376,10,43
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1975,5,1/19/2021,Star Reading Enterprise Tests,376,10,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1448,5,1/19/2021,Star Reading Enterprise Tests,377,12,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1699,5,9/9/2020,Star Reading Enterprise Tests,377,11,12
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1443,5,9/10/2020,Star Reading Enterprise Tests,377,14,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,2150,5,9/9/2020,Star Reading Enterprise Tests,377,12,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2091,5,11/4/2020,Star Reading Enterprise Tests,378,14,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,2018,5,11/4/2020,Star Reading Enterprise Tests,378,11,3
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,2099,5,1/21/2021,Star Reading Enterprise Tests,379,12,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1981,5,1/19/2021,Star Reading Enterprise Tests,379,14,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1626,5,9/10/2020,Star Reading Enterprise Tests,380,12,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1479,5,1/19/2021,Star Reading Enterprise Tests,382,11,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1970,5,11/2/2020,Star Reading Enterprise Tests,383,11,21
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1975,5,11/4/2020,Star Reading Enterprise Tests,383,13,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1832,5,9/11/2020,Star Reading Enterprise Tests,383,13,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1981,5,11/2/2020,Star Reading Enterprise Tests,383,13,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,2081,5,9/10/2020,Star Reading Enterprise Tests,385,13,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1443,5,11/5/2020,Star Reading Enterprise Tests,386,13,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1705,5,11/9/2020,Star Reading Enterprise Tests,387,15,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2032,5,9/10/2020,Star Reading Enterprise Tests,389,14,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1644,5,9/11/2020,Star Reading Enterprise Tests,390,15,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1970,5,11/4/2020,Star Reading Enterprise Tests,390,15,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1541,5,9/10/2020,Star Reading Enterprise Tests,390,15,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1595,5,11/9/2020,Star Reading Enterprise Tests,391,12,77
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1949,5,9/9/2020,Star Reading Enterprise Tests,391,12,22
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1751,5,9/17/2020,Star Reading Enterprise Tests,391,12,85
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1981,5,9/8/2020,Star Reading Enterprise Tests,391,12,27
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1532,5,1/19/2021,Star Reading Enterprise Tests,392,14,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1799,5,11/4/2020,Star Reading Enterprise Tests,394,12,91
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1866,5,1/19/2021,Star Reading Enterprise Tests,395,16,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,2046,5,1/19/2021,Star Reading Enterprise Tests,397,16,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1949,5,9/8/2020,Star Reading Enterprise Tests,397,16,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,2150,5,1/20/2021,Star Reading Enterprise Tests,398,16,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1682,5,11/6/2020,Star Reading Enterprise Tests,399,13,14
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,2018,5,11/4/2020,Star Reading Enterprise Tests,400,15,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1500,5,11/2/2020,Star Reading Enterprise Tests,401,13,33
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1683,5,11/2/2020,Star Reading Enterprise Tests,406,17,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1835,5,1/19/2021,Star Reading Enterprise Tests,409,18,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1773,5,11/4/2020,Star Reading Enterprise Tests,410,16,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1774,5,9/9/2020,Star Reading Enterprise Tests,411,18,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1738,5,11/4/2020,Star Reading Enterprise Tests,411,18,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1832,5,9/8/2020,Star Reading Enterprise Tests,412,18,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1824,5,11/2/2020,Star Reading Enterprise Tests,416,17,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1810,5,1/19/2021,Star Reading Enterprise Tests,417,19,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1989,5,9/9/2020,Star Reading Enterprise Tests,417,19,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1573,5,11/2/2020,Star Reading Enterprise Tests,418,19,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,2020,5,11/4/2020,Star Reading Enterprise Tests,419,16,97
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2032,5,1/19/2021,Star Reading Enterprise Tests,419,19,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1556,5,9/9/2020,Star Reading Enterprise Tests,421,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1992,5,1/19/2021,Star Reading Enterprise Tests,422,16,15
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1970,5,9/10/2020,Star Reading Enterprise Tests,423,18,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1789,5,9/10/2020,Star Reading Enterprise Tests,424,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1699,5,1/21/2021,Star Reading Enterprise Tests,427,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1823,5,1/19/2021,Star Reading Enterprise Tests,432,21,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1773,5,1/19/2021,Star Reading Enterprise Tests,433,21,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,2004,5,1/19/2021,Star Reading Enterprise Tests,433,19,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1647,5,2/11/2021,Star Reading Enterprise Tests,434,21,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,2090,5,1/19/2021,Star Reading Enterprise Tests,438,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1682,5,1/21/2021,Star Reading Enterprise Tests,439,22,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1869,5,11/4/2020,Star Reading Enterprise Tests,440,18,81
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,2164,5,11/10/2020,Star Reading Enterprise Tests,442,19,95
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1443,5,9/28/2020,Star Reading Enterprise Tests,443,19,49
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1644,5,11/2/2020,Star Reading Enterprise Tests,444,21,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1826,5,9/8/2020,Star Reading Enterprise Tests,446,19,11
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1761,5,11/4/2020,Star Reading Enterprise Tests,447,21,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1683,5,11/10/2020,Star Reading Enterprise Tests,449,21,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1824,5,9/9/2020,Star Reading Enterprise Tests,450,20,11
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1835,5,9/9/2020,Star Reading Enterprise Tests,451,22,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1870,5,9/8/2020,Star Reading Enterprise Tests,454,21,4
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1510,5,9/9/2020,Star Reading Enterprise Tests,454,23,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1466,5,1/19/2021,Star Reading Enterprise Tests,455,21,21
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1897,5,11/4/2020,Star Reading Enterprise Tests,455,21,2
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2039,5,1/21/2021,Star Reading Enterprise Tests,456,23,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1541,5,11/4/2020,Star Reading Enterprise Tests,457,23,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1674,5,1/19/2021,Star Reading Enterprise Tests,457,22,92
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1510,5,1/19/2021,Star Reading Enterprise Tests,457,25,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1761,5,9/10/2020,Star Reading Enterprise Tests,457,25,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1952,5,9/9/2020,Star Reading Enterprise Tests,457,25,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,2112,5,1/19/2021,Star Reading Enterprise Tests,457,25,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1626,5,11/12/2020,Star Reading Enterprise Tests,457,26,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1722,5,9/11/2020,Star Reading Enterprise Tests,458,26,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1514,5,1/19/2021,Star Reading Enterprise Tests,458,22,10
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1992,5,11/9/2020,Star Reading Enterprise Tests,459,26,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,2090,5,11/5/2020,Star Reading Enterprise Tests,460,22,8
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1538,5,11/4/2020,Star Reading Enterprise Tests,461,22,12
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1768,5,1/21/2021,Star Reading Enterprise Tests,462,22,71
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1768,5,9/14/2020,Star Reading Enterprise Tests,462,24,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1822,5,1/19/2021,Star Reading Enterprise Tests,462,27,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1430,5,1/19/2021,Star Reading Enterprise Tests,462,27,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1773,5,11/4/2020,Star Reading Enterprise Tests,463,23,39
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1741,5,9/9/2020,Star Reading Enterprise Tests,465,23,15
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1720,5,1/19/2021,Star Reading Enterprise Tests,465,25,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1466,5,11/4/2020,Star Reading Enterprise Tests,467,28,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1437,5,11/4/2020,Star Reading Enterprise Tests,470,29,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1785,5,1/22/2021,Star Reading Enterprise Tests,471,29,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1810,5,1/21/2021,Star Reading Enterprise Tests,478,26,54
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1631,5,1/22/2021,Star Reading Enterprise Tests,479,28,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,2128,5,1/19/2021,Star Reading Enterprise Tests,479,28,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1448,5,11/2/2020,Star Reading Enterprise Tests,480,26,15
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1466,5,11/4/2020,Star Reading Enterprise Tests,482,28,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1722,5,1/19/2021,Star Reading Enterprise Tests,483,29,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1988,5,1/19/2021,Star Reading Enterprise Tests,484,31,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1956,5,9/8/2020,Star Reading Enterprise Tests,485,29,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2026,5,11/11/2020,Star Reading Enterprise Tests,486,27,21
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1486,5,9/9/2020,Star Reading Enterprise Tests,491,28,7
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1793,5,11/5/2020,Star Reading Enterprise Tests,493,31,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1944,5,11/5/2020,Star Reading Enterprise Tests,493,28,96
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1826,5,11/4/2020,Star Reading Enterprise Tests,495,33,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2032,5,9/8/2020,Star Reading Enterprise Tests,495,29,60
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,2018,5,1/19/2021,Star Reading Enterprise Tests,497,34,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1741,5,9/9/2020,Star Reading Enterprise Tests,497,32,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1626,5,11/9/2020,Star Reading Enterprise Tests,498,29,46
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1541,5,9/9/2020,Star Reading Enterprise Tests,498,29,72
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1824,5,9/10/2020,Star Reading Enterprise Tests,500,35,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1741,5,1/19/2021,Star Reading Enterprise Tests,502,35,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1644,5,11/12/2020,Star Reading Enterprise Tests,503,30,74
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1966,5,11/4/2020,Star Reading Enterprise Tests,503,33,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2026,5,1/21/2021,Star Reading Enterprise Tests,509,36,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1430,5,11/12/2020,Star Reading Enterprise Tests,510,34,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1442,5,11/4/2020,Star Reading Enterprise Tests,510,36,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1556,5,1/19/2021,Star Reading Enterprise Tests,512,32,67
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1778,5,1/19/2021,Star Reading Enterprise Tests,514,34,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1538,5,11/4/2020,Star Reading Enterprise Tests,515,38,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1442,5,11/2/2020,Star Reading Enterprise Tests,516,35,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1810,5,1/19/2021,Star Reading Enterprise Tests,517,35,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1514,5,9/17/2020,Star Reading Enterprise Tests,518,38,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1989,5,11/4/2020,Star Reading Enterprise Tests,519,33,71
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1448,5,9/16/2020,Star Reading Enterprise Tests,523,39,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,2125,5,1/19/2021,Star Reading Enterprise Tests,524,34,12
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1789,5,11/2/2020,Star Reading Enterprise Tests,525,35,71
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1789,5,11/2/2020,Star Reading Enterprise Tests,525,37,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1747,5,11/4/2020,Star Reading Enterprise Tests,527,35,94
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1901,5,9/14/2020,Star Reading Enterprise Tests,528,35,12
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1556,5,1/19/2021,Star Reading Enterprise Tests,529,38,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2026,5,9/8/2020,Star Reading Enterprise Tests,530,41,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1555,5,9/8/2020,Star Reading Enterprise Tests,533,41,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1722,5,9/9/2020,Star Reading Enterprise Tests,534,36,62
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1823,5,9/10/2020,Star Reading Enterprise Tests,537,36,73
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,2090,5,11/4/2020,Star Reading Enterprise Tests,538,43,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,2125,5,1/21/2021,Star Reading Enterprise Tests,540,39,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1690,5,1/21/2021,Star Reading Enterprise Tests,542,40,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1869,5,1/19/2021,Star Reading Enterprise Tests,545,41,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,2021,5,1/19/2021,Star Reading Enterprise Tests,554,39,95
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1693,5,1/22/2021,Star Reading Enterprise Tests,555,40,91
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,2026,5,1/19/2021,Star Reading Enterprise Tests,555,43,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1785,5,1/20/2021,Star Reading Enterprise Tests,560,44,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1822,5,1/19/2021,Star Reading Enterprise Tests,561,41,70
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,2075,5,9/8/2020,Star Reading Enterprise Tests,564,48,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,2020,5,1/19/2021,Star Reading Enterprise Tests,564,48,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1573,5,1/19/2021,Star Reading Enterprise Tests,567,45,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1709,5,1/19/2021,Star Reading Enterprise Tests,567,42,96
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1778,5,1/19/2021,Star Reading Enterprise Tests,569,49,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1895,5,11/2/2020,Star Reading Enterprise Tests,572,44,98
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1925,5,9/8/2020,Star Reading Enterprise Tests,573,47,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1832,5,9/8/2020,Star Reading Enterprise Tests,575,44,88
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1785,5,1/19/2021,Star Reading Enterprise Tests,577,44,73
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1966,5,1/19/2021,Star Reading Enterprise Tests,577,44,17
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1901,5,1/20/2021,Star Reading Enterprise Tests,579,48,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1437,5,11/2/2020,Star Reading Enterprise Tests,582,46,74
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1504,5,9/10/2020,Star Reading Enterprise Tests,583,52,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1486,5,9/11/2020,Star Reading Enterprise Tests,586,52,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,2125,5,9/9/2020,Star Reading Enterprise Tests,587,53,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1870,5,1/19/2021,Star Reading Enterprise Tests,587,50,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1602,5,1/21/2021,Star Reading Enterprise Tests,588,50,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1538,5,1/19/2021,Star Reading Enterprise Tests,591,50,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1901,5,1/21/2021,Star Reading Enterprise Tests,591,54,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1793,5,11/4/2020,Star Reading Enterprise Tests,595,48,96
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1690,5,11/4/2020,Star Reading Enterprise Tests,596,48,8
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,2003,5,9/17/2020,Star Reading Enterprise Tests,603,52,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1988,5,9/10/2020,Star Reading Enterprise Tests,609,50,79
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,2128,5,11/2/2020,Star Reading Enterprise Tests,611,57,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1698,5,9/9/2020,Star Reading Enterprise Tests,613,54,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1897,5,11/4/2020,Star Reading Enterprise Tests,614,58,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1732,5,11/5/2020,Star Reading Enterprise Tests,621,59,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1966,5,9/8/2020,Star Reading Enterprise Tests,625,60,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1615,5,9/9/2020,Star Reading Enterprise Tests,630,61,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1442,5,9/8/2020,Star Reading Enterprise Tests,633,54,78
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,2118,5,1/19/2021,Star Reading Enterprise Tests,634,58,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1689,5,1/19/2021,Star Reading Enterprise Tests,637,59,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1830,5,1/19/2021,Star Reading Enterprise Tests,644,64,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1778,5,9/9/2020,Star Reading Enterprise Tests,644,57,60
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1504,5,1/19/2021,Star Reading Enterprise Tests,647,61,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1698,5,9/8/2020,Star Reading Enterprise Tests,653,65,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1732,5,11/4/2020,Star Reading Enterprise Tests,657,59,46
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1992,5,9/30/2020,Star Reading Enterprise Tests,658,63,
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1830,5,1/19/2021,Star Reading Enterprise Tests,662,60,39
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1720,5,9/8/2020,Star Reading Enterprise Tests,663,66,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1573,5,1/19/2021,Star Reading Enterprise Tests,669,61,98
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1732,5,11/4/2020,Star Reading Enterprise Tests,683,66,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1555,5,9/17/2020,Star Reading Enterprise Tests,686,67,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1602,5,9/8/2020,Star Reading Enterprise Tests,693,71,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1631,5,9/14/2020,Star Reading Enterprise Tests,698,65,23
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1952,5,1/19/2021,Star Reading Enterprise Tests,708,66,97
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1690,5,1/19/2021,Star Reading Enterprise Tests,718,74,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1689,5,3/8/2021,Star Reading Enterprise Tests,719,74,
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,2003,5,9/9/2020,Star Reading Enterprise Tests,722,75,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,1966,5,9/10/2020,Star Reading Enterprise Tests,726,75,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1555,5,1/19/2021,Star Reading Enterprise Tests,729,69,91
2020-2021 School Year,Kipp Columbus Elementary,Teacher15,1830,5,11/4/2020,Star Reading Enterprise Tests,739,73,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,2109,5,11/10/2020,Star Reading Enterprise Tests,747,71,18
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1631,5,9/8/2020,Star Reading Enterprise Tests,760,77,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,1975,5,1/21/2021,Star Reading Enterprise Tests,772,78,
2020-2021 School Year,Kipp Columbus Elementary,Teacher23,1689,5,11/4/2020,Star Reading Enterprise Tests,777,73,49
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,2118,5,1/19/2021,Star Reading Enterprise Tests,778,73,26
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1504,5,1/19/2021,Star Reading Enterprise Tests,787,74,88
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1615,5,9/14/2020,Star Reading Enterprise Tests,788,74,77
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1698,5,11/4/2020,Star Reading Enterprise Tests,788,74,71
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1925,5,11/2/2020,Star Reading Enterprise Tests,793,75,9
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,2003,5,11/10/2020,Star Reading Enterprise Tests,796,75,54
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,2128,5,1/21/2021,Star Reading Enterprise Tests,797,75,84
2020-2021 School Year,Kipp Columbus Elementary,Teacher20,1615,5,1/19/2021,Star Reading Enterprise Tests,809,79,
2020-2021 School Year,Kipp Columbus Elementary,Teacher1,2118,5,1/19/2021,Star Reading Enterprise Tests,836,84,
2020-2021 School Year,Kipp Columbus Elementary,Teacher13,1897,5,9/8/2020,Star Reading Enterprise Tests,838,81,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,2109,5,1/21/2021,Star Reading Enterprise Tests,851,85,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1446,5,11/2/2020,Star Reading Enterprise Tests,859,83,
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1446,5,11/2/2020,Star Reading Enterprise Tests,898,84,16
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1925,5,9/8/2020,Star Reading Enterprise Tests,956,93,
2020-2021 School Year,Kipp Columbus Elementary,Teacher30,1720,5,11/6/2020,Star Reading Enterprise Tests,970,90,97
2020-2021 School Year,Kipp Columbus Elementary,Teacher21,1446,5,9/11/2020,Star Reading Enterprise Tests,1043,96,
2020-2021 School Year,Kipp Columbus Elementary,Teacher17,2109,5,11/11/2020,Star Reading Enterprise Tests,1177,97,
2020-2021 School Year,Kipp Columbus Elementary,,1525,5,1/22/2021,,,,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2398,6,9/10/2020,Star Math Enterprise Tests,278,1,9
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2233,6,1/19/2021,Star Math Enterprise Tests,284,1,1
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2398,6,11/4/2020,Star Math Enterprise Tests,322,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher33,2431,6,9/8/2020,Star Math Enterprise Tests,323,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2349,6,11/5/2020,Star Math Enterprise Tests,323,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher33,2431,6,9/10/2020,Star Math Enterprise Tests,331,1,24
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2398,6,9/17/2020,Star Math Enterprise Tests,332,1,25
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2269,6,1/19/2021,Star Math Enterprise Tests,345,1,5
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2604,6,1/19/2021,Star Math Enterprise Tests,348,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2238,6,9/10/2020,Star Math Enterprise Tests,348,1,1
