School_Year,School_Name,Teacher_Name,Student_ID,Current_Grade,Test_Date,Test_Type,Scaled_Score,Percentile_Rank,Current_SGP
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2269,6,1/19/2021,Star Math Enterprise Tests,352,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2349,6,11/2/2020,Star Math Enterprise Tests,411,1,52
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2269,6,12/11/2020,Star Math Enterprise Tests,415,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2527,6,11/9/2020,Star Math Enterprise Tests,417,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher33,2538,6,9/16/2020,Star Math Enterprise Tests,426,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2525,6,1/19/2021,Star Math Enterprise Tests,445,1,3
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2386,6,11/2/2020,Star Math Enterprise Tests,448,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2311,6,11/5/2020,Star Math Enterprise Tests,459,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2471,6,9/9/2020,Star Math Enterprise Tests,460,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2233,6,9/10/2020,Star Math Enterprise Tests,460,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2567,6,9/9/2020,Star Math Enterprise Tests,464,1,6
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2329,6,11/9/2020,Star Math Enterprise Tests,467,1,1
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2311,6,11/5/2020,Star Math Enterprise Tests,473,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2346,6,9/8/2020,Star Math Enterprise Tests,474,2,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2368,6,11/2/2020,Star Math Enterprise Tests,476,1,7
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2353,6,11/9/2020,Star Math Enterprise Tests,480,2,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2493,6,9/9/2020,Star Math Enterprise Tests,482,1,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2561,6,1/19/2021,Star Math Enterprise Tests,484,1,5
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2447,6,11/4/2020,Star Math Enterprise Tests,487,1,4
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2238,6,9/8/2020,Star Math Enterprise Tests,494,2,1
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2196,6,9/15/2020,Star Math Enterprise Tests,498,2,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2368,6,1/22/2021,Star Math Enterprise Tests,498,2,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2249,6,11/9/2020,Star Math Enterprise Tests,499,2,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2637,6,1/19/2021,Star Math Enterprise Tests,502,2,10
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2581,6,11/11/2020,Star Math Enterprise Tests,504,2,1
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2404,6,9/9/2020,Star Math Enterprise Tests,505,2,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2517,6,1/19/2021,Star Math Enterprise Tests,508,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2197,6,9/8/2020,Star Math Enterprise Tests,508,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2518,6,9/8/2020,Star Math Enterprise Tests,511,2,5
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2460,6,11/5/2020,Star Math Enterprise Tests,513,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2336,6,1/19/2021,Star Math Enterprise Tests,514,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2325,6,11/2/2020,Star Math Enterprise Tests,517,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2311,6,1/20/2021,Star Math Enterprise Tests,518,2,50
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2463,6,1/19/2021,Star Math Enterprise Tests,519,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2519,6,1/21/2021,Star Math Enterprise Tests,519,2,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2581,6,11/12/2020,Star Math Enterprise Tests,521,2,1
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2625,6,11/13/2020,Star Math Enterprise Tests,521,2,12
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2201,6,11/5/2020,Star Math Enterprise Tests,522,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2381,6,1/21/2021,Star Math Enterprise Tests,523,2,2
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2313,6,9/9/2020,Star Math Enterprise Tests,525,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2375,6,9/9/2020,Star Math Enterprise Tests,525,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2238,6,1/25/2021,Star Math Enterprise Tests,526,2,1
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2327,6,1/19/2021,Star Math Enterprise Tests,530,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2525,6,1/19/2021,Star Math Enterprise Tests,531,3,
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2614,6,3/8/2021,Star Math Enterprise Tests,531,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2290,6,1/19/2021,Star Math Enterprise Tests,531,3,16
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2212,6,11/11/2020,Star Math Enterprise Tests,532,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2368,6,11/5/2020,Star Math Enterprise Tests,533,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2201,6,9/11/2020,Star Math Enterprise Tests,534,3,2
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2196,6,11/12/2020,Star Math Enterprise Tests,534,3,4
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2534,6,11/4/2020,Star Math Enterprise Tests,536,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2238,6,1/19/2021,Star Math Enterprise Tests,537,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2384,6,1/19/2021,Star Math Enterprise Tests,538,3,4
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2293,6,9/9/2020,Star Math Enterprise Tests,538,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2206,6,1/19/2021,Star Math Enterprise Tests,541,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2421,6,9/8/2020,Star Math Enterprise Tests,542,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2311,6,3/8/2021,Star Math Enterprise Tests,544,4,65
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2212,6,1/19/2021,Star Math Enterprise Tests,546,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2525,6,9/16/2020,Star Math Enterprise Tests,547,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2567,6,1/19/2021,Star Math Enterprise Tests,548,4,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2530,6,1/19/2021,Star Math Enterprise Tests,549,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2290,6,11/4/2020,Star Math Enterprise Tests,549,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2482,6,11/2/2020,Star Math Enterprise Tests,549,4,8
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2463,6,1/19/2021,Star Math Enterprise Tests,550,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2411,6,9/8/2020,Star Math Enterprise Tests,553,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2197,6,11/6/2020,Star Math Enterprise Tests,554,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2614,6,9/10/2020,Star Math Enterprise Tests,556,5,37
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2625,6,9/8/2020,Star Math Enterprise Tests,556,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2637,6,1/21/2021,Star Math Enterprise Tests,556,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2212,6,1/19/2021,Star Math Enterprise Tests,556,4,35
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2349,6,1/19/2021,Star Math Enterprise Tests,560,5,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2406,6,11/5/2020,Star Math Enterprise Tests,561,5,9
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2484,6,1/19/2021,Star Math Enterprise Tests,561,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2534,6,9/9/2020,Star Math Enterprise Tests,565,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2622,6,11/4/2020,Star Math Enterprise Tests,565,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2251,6,11/9/2020,Star Math Enterprise Tests,565,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2382,6,9/8/2020,Star Math Enterprise Tests,566,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2471,6,11/4/2020,Star Math Enterprise Tests,566,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2561,6,9/9/2020,Star Math Enterprise Tests,567,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2406,6,11/4/2020,Star Math Enterprise Tests,568,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2327,6,9/10/2020,Star Math Enterprise Tests,568,5,12
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2404,6,11/4/2020,Star Math Enterprise Tests,568,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2206,6,1/20/2021,Star Math Enterprise Tests,570,6,41
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2620,6,11/5/2020,Star Math Enterprise Tests,571,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2233,6,1/22/2021,Star Math Enterprise Tests,573,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2550,6,9/8/2020,Star Math Enterprise Tests,574,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2550,6,11/2/2020,Star Math Enterprise Tests,574,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2336,6,11/12/2020,Star Math Enterprise Tests,577,6,57
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2402,6,1/19/2021,Star Math Enterprise Tests,577,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2476,6,11/9/2020,Star Math Enterprise Tests,579,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2625,6,11/2/2020,Star Math Enterprise Tests,579,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2264,6,1/19/2021,Star Math Enterprise Tests,580,7,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2557,6,11/10/2020,Star Math Enterprise Tests,582,6,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2382,6,1/22/2021,Star Math Enterprise Tests,582,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2476,6,1/19/2021,Star Math Enterprise Tests,584,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2447,6,9/8/2020,Star Math Enterprise Tests,585,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2293,6,1/19/2021,Star Math Enterprise Tests,587,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2614,6,11/2/2020,Star Math Enterprise Tests,587,10,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2360,6,11/2/2020,Star Math Enterprise Tests,587,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2518,6,1/19/2021,Star Math Enterprise Tests,588,10,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2264,6,11/4/2020,Star Math Enterprise Tests,588,10,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2376,6,11/4/2020,Star Math Enterprise Tests,588,8,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2536,6,11/4/2020,Star Math Enterprise Tests,588,7,1
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2211,6,11/2/2020,Star Math Enterprise Tests,590,7,6
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2197,6,9/11/2020,Star Math Enterprise Tests,592,7,67
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2585,6,1/19/2021,Star Math Enterprise Tests,593,8,70
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2349,6,1/19/2021,Star Math Enterprise Tests,595,8,92
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2319,6,9/10/2020,Star Math Enterprise Tests,596,11,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2347,6,1/19/2021,Star Math Enterprise Tests,596,9,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2589,6,9/10/2020,Star Math Enterprise Tests,599,8,6
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2346,6,9/30/2020,Star Math Enterprise Tests,599,10,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2280,6,11/2/2020,Star Math Enterprise Tests,599,10,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2249,6,9/8/2020,Star Math Enterprise Tests,600,8,79
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2382,6,9/10/2020,Star Math Enterprise Tests,600,8,6
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2567,6,9/8/2020,Star Math Enterprise Tests,600,8,60
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2581,6,9/9/2020,Star Math Enterprise Tests,601,8,8
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2313,6,1/19/2021,Star Math Enterprise Tests,602,8,65
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2206,6,1/21/2021,Star Math Enterprise Tests,602,10,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2482,6,1/19/2021,Star Math Enterprise Tests,602,12,
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2402,6,1/22/2021,Star Math Enterprise Tests,603,9,21
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2517,6,11/12/2020,Star Math Enterprise Tests,603,11,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2595,6,1/19/2021,Star Math Enterprise Tests,604,9,12
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2327,6,9/8/2020,Star Math Enterprise Tests,604,12,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2211,6,9/9/2020,Star Math Enterprise Tests,605,11,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2429,6,11/4/2020,Star Math Enterprise Tests,606,13,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2280,6,11/5/2020,Star Math Enterprise Tests,607,9,23
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2449,6,1/19/2021,Star Math Enterprise Tests,608,9,8
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2590,6,1/19/2021,Star Math Enterprise Tests,609,9,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2211,6,9/8/2020,Star Math Enterprise Tests,610,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2206,6,11/4/2020,Star Math Enterprise Tests,611,10,63
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2626,6,9/14/2020,Star Math Enterprise Tests,611,10,7
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2595,6,9/9/2020,Star Math Enterprise Tests,611,12,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2196,6,11/4/2020,Star Math Enterprise Tests,612,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2280,6,9/16/2020,Star Math Enterprise Tests,613,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2421,6,1/19/2021,Star Math Enterprise Tests,613,11,66
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2476,6,11/2/2020,Star Math Enterprise Tests,613,10,23
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2406,6,11/9/2020,Star Math Enterprise Tests,613,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2411,6,9/8/2020,Star Math Enterprise Tests,613,10,58
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2375,6,9/15/2020,Star Math Enterprise Tests,614,10,71
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2402,6,11/4/2020,Star Math Enterprise Tests,614,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2500,6,9/9/2020,Star Math Enterprise Tests,615,10,6
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2411,6,11/4/2020,Star Math Enterprise Tests,615,12,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2490,6,1/19/2021,Star Math Enterprise Tests,617,15,
2020-2021 School Year,Kipp Columbus Middle,Teacher58,2242,6,9/10/2020,Star Math Enterprise Tests,619,11,6
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2363,6,1/21/2021,Star Math Enterprise Tests,619,16,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2421,6,11/4/2020,Star Math Enterprise Tests,620,13,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2476,6,1/19/2021,Star Math Enterprise Tests,621,16,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2293,6,9/8/2020,Star Math Enterprise Tests,621,13,72
2020-2021 School Year,Kipp Columbus Middle,Teacher56,2421,6,11/6/2020,Star Math Enterprise Tests,622,12,69
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2410,6,1/19/2021,Star Math Enterprise Tests,622,12,1
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2186,6,9/9/2020,Star Math Enterprise Tests,623,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2429,6,9/9/2020,Star Math Enterprise Tests,623,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2290,6,1/19/2021,Star Math Enterprise Tests,624,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2384,6,1/19/2021,Star Math Enterprise Tests,624,17,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2517,6,1/19/2021,Star Math Enterprise Tests,625,12,81
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2389,6,11/2/2020,Star Math Enterprise Tests,625,14,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2377,6,1/19/2021,Star Math Enterprise Tests,626,15,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2547,6,11/9/2020,Star Math Enterprise Tests,626,17,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2346,6,1/19/2021,Star Math Enterprise Tests,627,12,88
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2327,6,1/19/2021,Star Math Enterprise Tests,628,13,39
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2386,6,11/4/2020,Star Math Enterprise Tests,628,13,92
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2455,6,9/17/2020,Star Math Enterprise Tests,628,15,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2460,6,9/16/2020,Star Math Enterprise Tests,630,18,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2455,6,11/9/2020,Star Math Enterprise Tests,631,18,
2020-2021 School Year,Kipp Columbus Middle,Teacher60,2614,6,11/4/2020,Star Math Enterprise Tests,631,16,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2598,6,1/28/2021,Star Math Enterprise Tests,631,18,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2626,6,9/9/2020,Star Math Enterprise Tests,632,16,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2389,6,9/8/2020,Star Math Enterprise Tests,633,14,10
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2629,6,1/19/2021,Star Math Enterprise Tests,634,19,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2406,6,11/10/2020,Star Math Enterprise Tests,635,14,39
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2375,6,9/9/2020,Star Math Enterprise Tests,635,16,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2595,6,9/15/2020,Star Math Enterprise Tests,636,19,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2201,6,1/19/2021,Star Math Enterprise Tests,637,20,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2500,6,11/12/2020,Star Math Enterprise Tests,637,17,
2020-2021 School Year,Kipp Columbus Middle,Teacher57,2602,6,11/4/2020,Star Math Enterprise Tests,638,15,4
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2302,6,1/19/2021,Star Math Enterprise Tests,638,20,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2264,6,9/9/2020,Star Math Enterprise Tests,638,15,54
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2325,6,9/11/2020,Star Math Enterprise Tests,639,20,
2020-2021 School Year,Kipp Columbus Middle,Teacher59,2381,6,11/4/2020,Star Math Enterprise Tests,640,21,
2020-2021 School Year,Kipp Columbus Middle,Teacher61,2251,6,1/19/2021,Star Math Enterprise Tests,641,15,68
